Automatic Weather Station,Global Solar Radiation(watt/square meter),Direct Solar Radiation(watt/square meter),Diffuse Radiation(watt/square meter),Datetime
Kau Sai Chau,0.0,0.0,0.0,2024-01-01 00:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-01 01:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-01 02:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-01 03:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-01 04:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-01 05:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-01 06:00:00
Kau Sai Chau,23.833333333333332,0.3333333333333333,23.5,2024-01-01 07:00:00
Kau Sai Chau,107.33333333333333,0.16666666666666666,105.5,2024-01-01 08:00:00
Kau Sai Chau,328.6666666666667,135.5,255.83333333333334,2024-01-01 09:00:00
Kau Sai Chau,456.0,166.5,346.8333333333333,2024-01-01 10:00:00
Kau Sai Chau,517.6666666666666,289.6666666666667,302.5,2024-01-01 11:00:00
Kau Sai Chau,672.1666666666666,575.1666666666666,249.5,2024-01-01 12:00:00
Kau Sai Chau,624.1666666666666,498.6666666666667,269.0,2024-01-01 13:00:00
Kau Sai Chau,540.6666666666666,470.3333333333333,244.33333333333334,2024-01-01 14:00:00
Kau Sai Chau,389.6666666666667,377.8333333333333,203.5,2024-01-01 15:00:00
Kau Sai Chau,177.0,156.33333333333334,124.33333333333333,2024-01-01 16:00:00
Kau Sai Chau,33.166666666666664,9.0,31.0,2024-01-01 17:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-01 18:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-01 19:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-01 20:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-01 21:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-01 22:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-01 23:00:00
King's Park,0.0,0.0,0.0,2024-01-01 00:00:00
King's Park,0.0,0.0,0.0,2024-01-01 01:00:00
King's Park,0.0,0.0,0.0,2024-01-01 02:00:00
King's Park,0.0,0.0,0.0,2024-01-01 03:00:00
King's Park,0.0,0.0,0.0,2024-01-01 04:00:00
King's Park,0.0,0.0,0.0,2024-01-01 05:00:00
King's Park,0.0,0.0,0.0,2024-01-01 06:00:00
King's Park,27.666666666666668,1.1666666666666667,25.5,2024-01-01 07:00:00
King's Park,142.83333333333334,14.166666666666666,128.16666666666666,2024-01-01 08:00:00
King's Park,335.6666666666667,163.5,244.0,2024-01-01 09:00:00
King's Park,566.6666666666666,432.0,284.5,2024-01-01 10:00:00
King's Park,659.1666666666666,636.0,213.33333333333334,2024-01-01 11:00:00
King's Park,686.3333333333334,642.5,216.5,2024-01-01 12:00:00
King's Park,644.6666666666666,588.8333333333334,230.5,2024-01-01 13:00:00
King's Park,552.6666666666666,540.6666666666666,216.5,2024-01-01 14:00:00
King's Park,346.5,339.1666666666667,172.16666666666666,2024-01-01 15:00:00
King's Park,196.16666666666666,196.33333333333334,133.5,2024-01-01 16:00:00
King's Park,35.5,22.833333333333332,31.5,2024-01-01 17:00:00
King's Park,0.0,0.0,0.0,2024-01-01 18:00:00
King's Park,0.0,0.0,0.0,2024-01-01 19:00:00
King's Park,0.0,0.0,0.0,2024-01-01 20:00:00
King's Park,0.0,0.0,0.0,2024-01-01 21:00:00
King's Park,0.0,0.0,0.0,2024-01-01 22:00:00
King's Park,0.0,0.0,0.0,2024-01-01 23:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-02 00:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-02 01:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-02 02:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-02 03:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-02 04:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-02 05:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-02 06:00:00
Kau Sai Chau,23.0,0.6666666666666666,22.5,2024-01-02 07:00:00
Kau Sai Chau,138.16666666666666,34.666666666666664,125.16666666666667,2024-01-02 08:00:00
Kau Sai Chau,251.0,34.333333333333336,230.33333333333334,2024-01-02 09:00:00
Kau Sai Chau,401.1666666666667,74.16666666666667,346.3333333333333,2024-01-02 10:00:00
Kau Sai Chau,299.0,7.0,288.0,2024-01-02 11:00:00
Kau Sai Chau,367.5,13.5,352.5,2024-01-02 12:00:00
Kau Sai Chau,263.8333333333333,0.8333333333333334,258.5,2024-01-02 13:00:00
Kau Sai Chau,423.5,145.66666666666666,329.1666666666667,2024-01-02 14:00:00
Kau Sai Chau,343.5,274.1666666666667,214.83333333333334,2024-01-02 15:00:00
Kau Sai Chau,216.16666666666666,318.6666666666667,115.0,2024-01-02 16:00:00
Kau Sai Chau,44.833333333333336,74.83333333333333,33.166666666666664,2024-01-02 17:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-02 18:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-02 19:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-02 20:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-02 21:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-02 22:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-02 23:00:00
King's Park,0.0,0.0,0.0,2024-01-02 00:00:00
King's Park,0.0,0.0,0.0,2024-01-02 01:00:00
King's Park,0.0,0.0,0.0,2024-01-02 02:00:00
King's Park,0.0,0.0,0.0,2024-01-02 03:00:00
King's Park,0.0,0.0,0.0,2024-01-02 04:00:00
King's Park,0.0,0.0,0.0,2024-01-02 05:00:00
King's Park,0.0,0.0,0.0,2024-01-02 06:00:00
King's Park,9.833333333333334,0.0,8.833333333333334,2024-01-02 07:00:00
King's Park,71.16666666666667,0.0,65.0,2024-01-02 08:00:00
King's Park,148.66666666666666,0.5,137.0,2024-01-02 09:00:00
King's Park,244.33333333333334,0.6666666666666666,228.0,2024-01-02 10:00:00
King's Park,353.6666666666667,1.6666666666666667,332.0,2024-01-02 11:00:00
King's Park,371.1666666666667,7.166666666666667,347.1666666666667,2024-01-02 12:00:00
King's Park,299.3333333333333,1.1666666666666667,281.5,2024-01-02 13:00:00
King's Park,358.5,25.333333333333332,324.1666666666667,2024-01-02 14:00:00
King's Park,418.5,468.6666666666667,190.33333333333334,2024-01-02 15:00:00
King's Park,211.33333333333334,357.1666666666667,101.83333333333333,2024-01-02 16:00:00
King's Park,39.166666666666664,58.333333333333336,31.166666666666668,2024-01-02 17:00:00
King's Park,0.0,0.0,0.0,2024-01-02 18:00:00
King's Park,0.0,0.0,0.0,2024-01-02 19:00:00
King's Park,0.0,0.0,0.0,2024-01-02 20:00:00
King's Park,0.0,0.0,0.0,2024-01-02 21:00:00
King's Park,0.0,0.0,0.0,2024-01-02 22:00:00
King's Park,0.0,0.0,0.0,2024-01-02 23:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-03 00:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-03 01:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-03 02:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-03 03:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-03 04:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-03 05:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-03 06:00:00
Kau Sai Chau,10.166666666666666,0.0,10.166666666666666,2024-01-03 07:00:00
Kau Sai Chau,76.5,9.0,71.5,2024-01-03 08:00:00
Kau Sai Chau,409.8333333333333,611.3333333333334,119.16666666666667,2024-01-03 09:00:00
Kau Sai Chau,568.0,732.5,122.5,2024-01-03 10:00:00
Kau Sai Chau,674.5,782.3333333333334,128.83333333333334,2024-01-03 11:00:00
Kau Sai Chau,710.4,797.4,129.2,2024-01-03 12:00:00
Kau Sai Chau,677.0,751.1666666666666,147.33333333333334,2024-01-03 13:00:00
Kau Sai Chau,569.8333333333334,683.1666666666666,143.83333333333334,2024-01-03 14:00:00
Kau Sai Chau,421.2,625.8,117.6,2024-01-03 15:00:00
Kau Sai Chau,216.0,490.8,73.0,2024-01-03 16:00:00
Kau Sai Chau,50.0,158.0,27.833333333333332,2024-01-03 17:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-03 18:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-03 19:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-03 20:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-03 21:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-03 22:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-03 23:00:00
King's Park,0.0,0.0,0.0,2024-01-03 00:00:00
King's Park,0.0,0.0,0.0,2024-01-03 01:00:00
King's Park,0.0,0.0,0.0,2024-01-03 02:00:00
King's Park,0.0,0.0,0.0,2024-01-03 03:00:00
King's Park,0.0,0.0,0.0,2024-01-03 04:00:00
King's Park,0.0,0.0,0.0,2024-01-03 05:00:00
King's Park,0.0,0.0,0.0,2024-01-03 06:00:00
King's Park,6.666666666666667,0.0,6.166666666666667,2024-01-03 07:00:00
King's Park,47.833333333333336,0.0,44.166666666666664,2024-01-03 08:00:00
King's Park,258.8333333333333,174.5,155.0,2024-01-03 09:00:00
King's Park,602.8333333333334,673.8333333333334,192.33333333333334,2024-01-03 10:00:00
King's Park,671.6666666666666,731.6666666666666,165.83333333333334,2024-01-03 11:00:00
King's Park,703.3333333333334,752.6666666666666,158.83333333333334,2024-01-03 12:00:00
King's Park,664.3333333333334,724.1666666666666,161.33333333333334,2024-01-03 13:00:00
King's Park,560.3333333333334,667.8333333333334,153.0,2024-01-03 14:00:00
King's Park,400.1666666666667,587.0,120.33333333333333,2024-01-03 15:00:00
King's Park,212.66666666666666,437.1666666666667,83.83333333333333,2024-01-03 16:00:00
King's Park,38.5,97.0,26.166666666666668,2024-01-03 17:00:00
King's Park,0.0,0.0,0.0,2024-01-03 18:00:00
King's Park,0.0,0.0,0.0,2024-01-03 19:00:00
King's Park,0.0,0.0,0.0,2024-01-03 20:00:00
King's Park,0.0,0.0,0.0,2024-01-03 21:00:00
King's Park,0.0,0.0,0.0,2024-01-03 22:00:00
King's Park,0.0,0.0,0.0,2024-01-03 23:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-04 00:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-04 01:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-04 02:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-04 03:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-04 04:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-04 05:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-04 06:00:00
Kau Sai Chau,35.166666666666664,54.166666666666664,27.5,2024-01-04 07:00:00
Kau Sai Chau,196.83333333333334,307.8333333333333,105.33333333333333,2024-01-04 08:00:00
Kau Sai Chau,338.1666666666667,326.5,181.5,2024-01-04 09:00:00
Kau Sai Chau,348.3333333333333,201.5,218.83333333333334,2024-01-04 10:00:00
Kau Sai Chau,643.6666666666666,544.6666666666666,254.33333333333334,2024-01-04 11:00:00
Kau Sai Chau,720.6666666666666,712.3333333333334,195.16666666666666,2024-01-04 12:00:00
Kau Sai Chau,692.3333333333334,732.1666666666666,171.16666666666666,2024-01-04 13:00:00
Kau Sai Chau,594.5,698.0,155.66666666666666,2024-01-04 14:00:00
Kau Sai Chau,429.3333333333333,611.3333333333334,129.66666666666666,2024-01-04 15:00:00
Kau Sai Chau,229.83333333333334,435.6666666666667,91.83333333333333,2024-01-04 16:00:00
Kau Sai Chau,48.666666666666664,107.5,32.166666666666664,2024-01-04 17:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-04 18:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-04 19:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-04 20:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-04 21:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-04 22:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-04 23:00:00
King's Park,0.0,0.0,0.0,2024-01-04 00:00:00
King's Park,0.0,0.0,0.0,2024-01-04 01:00:00
King's Park,0.0,0.0,0.0,2024-01-04 02:00:00
King's Park,0.0,0.0,0.0,2024-01-04 03:00:00
King's Park,0.0,0.0,0.0,2024-01-04 04:00:00
King's Park,0.0,0.0,0.0,2024-01-04 05:00:00
King's Park,0.0,0.0,0.0,2024-01-04 06:00:00
King's Park,23.833333333333332,0.16666666666666666,21.166666666666668,2024-01-04 07:00:00
King's Park,176.16666666666666,220.16666666666666,91.5,2024-01-04 08:00:00
King's Park,393.8333333333333,518.8333333333334,133.5,2024-01-04 09:00:00
King's Park,562.0,577.3333333333334,191.5,2024-01-04 10:00:00
King's Park,682.5,637.0,233.5,2024-01-04 11:00:00
King's Park,727.8333333333334,735.8333333333334,188.83333333333334,2024-01-04 12:00:00
King's Park,697.6666666666666,746.5,171.33333333333334,2024-01-04 13:00:00
King's Park,589.0,688.6666666666666,162.16666666666666,2024-01-04 14:00:00
King's Park,423.3333333333333,591.6666666666666,135.5,2024-01-04 15:00:00
King's Park,225.0,420.0,96.33333333333333,2024-01-04 16:00:00
King's Park,43.0,72.16666666666667,31.833333333333332,2024-01-04 17:00:00
King's Park,0.0,0.0,0.0,2024-01-04 18:00:00
King's Park,0.0,0.0,0.0,2024-01-04 19:00:00
King's Park,0.0,0.0,0.0,2024-01-04 20:00:00
King's Park,0.0,0.0,0.0,2024-01-04 21:00:00
King's Park,0.0,0.0,0.0,2024-01-04 22:00:00
King's Park,0.0,0.0,0.0,2024-01-04 23:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-05 00:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-05 01:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-05 02:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-05 03:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-05 04:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-05 05:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-05 06:00:00
Kau Sai Chau,24.666666666666668,35.833333333333336,18.333333333333332,2024-01-05 07:00:00
Kau Sai Chau,203.0,391.0,85.5,2024-01-05 08:00:00
Kau Sai Chau,407.1666666666667,599.5,120.16666666666667,2024-01-05 09:00:00
Kau Sai Chau,573.0,711.0,135.83333333333334,2024-01-05 10:00:00
Kau Sai Chau,676.1666666666666,740.3333333333334,153.33333333333334,2024-01-05 11:00:00
Kau Sai Chau,714.0,741.8333333333334,164.16666666666666,2024-01-05 12:00:00
Kau Sai Chau,690.5,755.3333333333334,149.33333333333334,2024-01-05 13:00:00
Kau Sai Chau,592.6666666666666,671.3333333333334,165.83333333333334,2024-01-05 14:00:00
Kau Sai Chau,419.6666666666667,571.0,137.0,2024-01-05 15:00:00
Kau Sai Chau,235.0,394.6666666666667,106.83333333333333,2024-01-05 16:00:00
Kau Sai Chau,58.75,116.0,40.25,2024-01-05 17:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-05 18:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-05 19:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-05 20:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-05 21:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-05 22:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-05 23:00:00
King's Park,0.0,0.0,0.0,2024-01-05 00:00:00
King's Park,0.0,0.0,0.0,2024-01-05 01:00:00
King's Park,0.0,0.0,0.0,2024-01-05 02:00:00
King's Park,0.0,0.0,0.0,2024-01-05 03:00:00
King's Park,0.0,0.0,0.0,2024-01-05 04:00:00
King's Park,0.0,0.0,0.0,2024-01-05 05:00:00
King's Park,0.0,0.0,0.0,2024-01-05 06:00:00
King's Park,28.5,33.833333333333336,20.5,2024-01-05 07:00:00
King's Park,203.33333333333334,410.6666666666667,75.33333333333333,2024-01-05 08:00:00
King's Park,409.0,629.6666666666666,108.5,2024-01-05 09:00:00
King's Park,572.3333333333334,728.1666666666666,129.16666666666666,2024-01-05 10:00:00
King's Park,677.5,748.5,155.83333333333334,2024-01-05 11:00:00
King's Park,715.6666666666666,755.6666666666666,164.33333333333334,2024-01-05 12:00:00
King's Park,673.3333333333334,704.3333333333334,178.83333333333334,2024-01-05 13:00:00
King's Park,573.1666666666666,630.5,183.16666666666666,2024-01-05 14:00:00
King's Park,405.1666666666667,557.8333333333334,134.83333333333334,2024-01-05 15:00:00
King's Park,224.66666666666666,411.5,98.16666666666667,2024-01-05 16:00:00
King's Park,42.666666666666664,72.33333333333333,32.5,2024-01-05 17:00:00
King's Park,0.0,0.0,0.0,2024-01-05 18:00:00
King's Park,0.0,0.0,0.0,2024-01-05 19:00:00
King's Park,0.0,0.0,0.0,2024-01-05 20:00:00
King's Park,0.0,0.0,0.0,2024-01-05 21:00:00
King's Park,0.0,0.0,0.0,2024-01-05 22:00:00
King's Park,0.0,0.0,0.0,2024-01-05 23:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-06 00:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-06 01:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-06 02:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-06 03:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-06 04:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-06 05:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-06 06:00:00
Kau Sai Chau,25.5,17.333333333333332,20.166666666666668,2024-01-06 07:00:00
Kau Sai Chau,209.0,268.1666666666667,80.83333333333333,2024-01-06 08:00:00
Kau Sai Chau,406.6666666666667,599.8333333333334,111.16666666666667,2024-01-06 09:00:00
Kau Sai Chau,568.3333333333334,705.3333333333334,137.83333333333334,2024-01-06 10:00:00
Kau Sai Chau,669.0,731.8333333333334,150.0,2024-01-06 11:00:00
Kau Sai Chau,712.0,733.0,167.16666666666666,2024-01-06 12:00:00
Kau Sai Chau,684.0,734.1666666666666,156.33333333333334,2024-01-06 13:00:00
Kau Sai Chau,589.0,710.0,138.16666666666666,2024-01-06 14:00:00
Kau Sai Chau,433.5,642.5,113.66666666666667,2024-01-06 15:00:00
Kau Sai Chau,212.66666666666666,327.3333333333333,97.83333333333333,2024-01-06 16:00:00
Kau Sai Chau,51.333333333333336,70.83333333333333,39.166666666666664,2024-01-06 17:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-06 18:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-06 19:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-06 20:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-06 21:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-06 22:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-06 23:00:00
King's Park,0.0,0.0,0.0,2024-01-06 00:00:00
King's Park,0.0,0.0,0.0,2024-01-06 01:00:00
King's Park,0.0,0.0,0.0,2024-01-06 02:00:00
King's Park,0.0,0.0,0.0,2024-01-06 03:00:00
King's Park,0.0,0.0,0.0,2024-01-06 04:00:00
King's Park,0.0,0.0,0.0,2024-01-06 05:00:00
King's Park,0.0,0.0,0.0,2024-01-06 06:00:00
King's Park,29.166666666666668,42.166666666666664,21.0,2024-01-06 07:00:00
King's Park,199.66666666666666,415.0,73.66666666666667,2024-01-06 08:00:00
King's Park,393.0,603.6666666666666,109.5,2024-01-06 09:00:00
King's Park,544.0,647.5,157.83333333333334,2024-01-06 10:00:00
King's Park,641.0,663.8333333333334,180.83333333333334,2024-01-06 11:00:00
King's Park,678.8333333333334,627.8333333333334,215.5,2024-01-06 12:00:00
King's Park,648.0,624.6666666666666,209.33333333333334,2024-01-06 13:00:00
King's Park,562.3333333333334,651.5,160.16666666666666,2024-01-06 14:00:00
King's Park,406.6666666666667,560.5,136.0,2024-01-06 15:00:00
King's Park,192.33333333333334,279.3333333333333,97.16666666666667,2024-01-06 16:00:00
King's Park,41.666666666666664,41.333333333333336,35.333333333333336,2024-01-06 17:00:00
King's Park,0.0,0.0,0.0,2024-01-06 18:00:00
King's Park,0.0,0.0,0.0,2024-01-06 19:00:00
King's Park,0.0,0.0,0.0,2024-01-06 20:00:00
King's Park,0.0,0.0,0.0,2024-01-06 21:00:00
King's Park,0.0,0.0,0.0,2024-01-06 22:00:00
King's Park,0.0,0.0,0.0,2024-01-06 23:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-07 00:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-07 01:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-07 02:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-07 03:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-07 04:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-07 05:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-07 06:00:00
Kau Sai Chau,29.666666666666668,39.333333333333336,23.166666666666668,2024-01-07 07:00:00
Kau Sai Chau,181.83333333333334,259.1666666666667,104.33333333333333,2024-01-07 08:00:00
Kau Sai Chau,371.0,403.3333333333333,177.5,2024-01-07 09:00:00
Kau Sai Chau,519.0,495.6666666666667,209.16666666666666,2024-01-07 10:00:00
Kau Sai Chau,586.6666666666666,419.3333333333333,285.0,2024-01-07 11:00:00
Kau Sai Chau,506.4,182.8,347.6,2024-01-07 12:00:00
Kau Sai Chau,626.3333333333334,491.6666666666667,267.6666666666667,2024-01-07 13:00:00
Kau Sai Chau,604.6666666666666,492.0,279.8333333333333,2024-01-07 14:00:00
Kau Sai Chau,426.0,472.8333333333333,185.66666666666666,2024-01-07 15:00:00
Kau Sai Chau,220.33333333333334,242.16666666666666,139.0,2024-01-07 16:00:00
Kau Sai Chau,53.166666666666664,76.83333333333333,40.666666666666664,2024-01-07 17:00:00
Kau Sai Chau,0.16666666666666666,0.0,0.16666666666666666,2024-01-07 18:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-07 19:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-07 20:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-07 21:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-07 22:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-07 23:00:00
King's Park,0.0,0.0,0.0,2024-01-07 00:00:00
King's Park,0.0,0.0,0.0,2024-01-07 01:00:00
King's Park,0.0,0.0,0.0,2024-01-07 02:00:00
King's Park,0.0,0.0,0.0,2024-01-07 03:00:00
King's Park,0.0,0.0,0.0,2024-01-07 04:00:00
King's Park,0.0,0.0,0.0,2024-01-07 05:00:00
King's Park,0.0,0.0,0.0,2024-01-07 06:00:00
King's Park,27.333333333333332,29.0,20.333333333333332,2024-01-07 07:00:00
King's Park,182.5,297.6666666666667,88.33333333333333,2024-01-07 08:00:00
King's Park,394.1666666666667,510.3333333333333,147.0,2024-01-07 09:00:00
King's Park,551.3333333333334,595.1666666666666,183.5,2024-01-07 10:00:00
King's Park,564.8333333333334,407.1666666666667,273.5,2024-01-07 11:00:00
King's Park,538.8333333333334,176.5,388.5,2024-01-07 12:00:00
King's Park,695.6666666666666,629.8333333333334,255.33333333333334,2024-01-07 13:00:00
King's Park,594.1666666666666,551.0,246.66666666666666,2024-01-07 14:00:00
King's Park,374.8333333333333,387.5,175.5,2024-01-07 15:00:00
King's Park,222.16666666666666,286.5,121.5,2024-01-07 16:00:00
King's Park,51.0,85.16666666666667,36.166666666666664,2024-01-07 17:00:00
King's Park,0.0,0.0,0.16666666666666666,2024-01-07 18:00:00
King's Park,0.0,0.0,0.0,2024-01-07 19:00:00
King's Park,0.0,0.0,0.0,2024-01-07 20:00:00
King's Park,0.0,0.0,0.0,2024-01-07 21:00:00
King's Park,0.0,0.0,0.0,2024-01-07 22:00:00
King's Park,0.0,0.0,0.0,2024-01-07 23:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-08 00:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-08 01:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-08 02:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-08 03:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-08 04:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-08 05:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-08 06:00:00
Kau Sai Chau,16.0,0.0,15.833333333333334,2024-01-08 07:00:00
Kau Sai Chau,109.33333333333333,1.3333333333333333,107.33333333333333,2024-01-08 08:00:00
Kau Sai Chau,301.0,117.16666666666667,235.5,2024-01-08 09:00:00
Kau Sai Chau,481.8333333333333,309.6666666666667,284.6666666666667,2024-01-08 10:00:00
Kau Sai Chau,658.5,550.5,260.5,2024-01-08 11:00:00
Kau Sai Chau,607.8333333333334,398.3333333333333,300.3333333333333,2024-01-08 12:00:00
Kau Sai Chau,598.6666666666666,334.8333333333333,350.3333333333333,2024-01-08 13:00:00
Kau Sai Chau,527.3333333333334,224.16666666666666,371.6666666666667,2024-01-08 14:00:00
Kau Sai Chau,223.5,2.6666666666666665,219.66666666666666,2024-01-08 15:00:00
Kau Sai Chau,83.16666666666667,0.3333333333333333,82.16666666666667,2024-01-08 16:00:00
Kau Sai Chau,10.5,0.0,10.666666666666666,2024-01-08 17:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-08 18:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-08 19:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-08 20:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-08 21:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-08 22:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-08 23:00:00
King's Park,0.0,0.0,0.0,2024-01-08 00:00:00
King's Park,0.0,0.0,0.0,2024-01-08 01:00:00
King's Park,0.0,0.0,0.0,2024-01-08 02:00:00
King's Park,0.0,0.0,0.0,2024-01-08 03:00:00
King's Park,0.0,0.0,0.0,2024-01-08 04:00:00
King's Park,0.0,0.0,0.0,2024-01-08 05:00:00
King's Park,0.0,0.0,0.0,2024-01-08 06:00:00
King's Park,21.5,0.0,19.5,2024-01-08 07:00:00
King's Park,100.33333333333333,6.166666666666667,91.5,2024-01-08 08:00:00
King's Park,341.3333333333333,280.5,188.0,2024-01-08 09:00:00
King's Park,496.0,427.3333333333333,226.16666666666666,2024-01-08 10:00:00
King's Park,631.1666666666666,517.1666666666666,259.8333333333333,2024-01-08 11:00:00
King's Park,679.6666666666666,528.0,276.5,2024-01-08 12:00:00
King's Park,675.1666666666666,579.6666666666666,256.5,2024-01-08 13:00:00
King's Park,570.1666666666666,536.0,224.0,2024-01-08 14:00:00
King's Park,277.6666666666667,79.83333333333333,224.16666666666666,2024-01-08 15:00:00
King's Park,135.66666666666666,54.0,111.33333333333333,2024-01-08 16:00:00
King's Park,25.333333333333332,0.0,24.166666666666668,2024-01-08 17:00:00
King's Park,0.0,0.0,0.16666666666666666,2024-01-08 18:00:00
King's Park,0.0,0.0,0.0,2024-01-08 19:00:00
King's Park,0.0,0.0,0.0,2024-01-08 20:00:00
King's Park,0.0,0.0,0.0,2024-01-08 21:00:00
King's Park,0.0,0.0,0.0,2024-01-08 22:00:00
King's Park,0.0,0.0,0.0,2024-01-08 23:00:00
Kau Sai Chau,0.0,0.0,0.0,2024-01-09 00:00:00
